CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
52135,1,7.0,Mobile Phone,2,6.0,Credit Card,Male,3.0,4,Fashion,5,Married,10,0,14.0,2.0,3.0,6.0,205
52136,0,6.0,Mobile Phone,1,11.0,Debit Card,Male,2.0,4,Fashion,1,Married,5,0,15.0,1.0,1.0,2.0,171
52137,1,0.0,Mobile Phone,3,10.0,Cash on Delivery,Male,2.0,3,Fashion,5,Single,1,1,22.0,2.0,4.0,7.0,196
52138,1,0.0,Computer,1,35.0,Credit Card,Female,2.0,4,Laptop & Accessory,3,Single,2,0,22.0,2.0,3.0,8.0,145
52139,0,,Phone,1,21.0,Debit Card,Male,2.0,3,Mobile,3,Married,2,0,16.0,0.0,2.0,2.0,122
52140,0,7.0,Computer,1,9.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Single,1,0,17.0,1.0,1.0,4.0,178
52141,0,10.0,Mobile Phone,3,16.0,Debit Card,Female,2.0,4,Laptop & Accessory,1,Married,3,1,14.0,1.0,1.0,0.0,167
52142,1,0.0,Phone,1,10.0,COD,Male,2.0,3,Mobile Phone,1,Married,2,1,15.0,4.0,5.0,6.0,137
52143,1,0.0,Phone,1,,CC,Male,2.0,3,Mobile,3,Married,2,0,20.0,1.0,1.0,0.0,124
52144,1,0.0,Phone,1,31.0,CC,Male,2.0,4,Mobile,4,Single,5,1,20.0,1.0,2.0,2.0,123
52145,0,15.0,Mobile Phone,1,8.0,Credit Card,Male,2.0,3,Grocery,5,Married,1,0,17.0,,13.0,7.0,277
52146,1,0.0,Computer,1,,CC,Male,2.0,4,Mobile,4,Married,2,0,15.0,1.0,1.0,0.0,126
52147,1,13.0,Computer,3,6.0,UPI,Male,2.0,3,Laptop & Accessory,3,Single,4,1,14.0,1.0,1.0,0.0,147
52148,0,6.0,Computer,3,13.0,Debit Card,Female,1.0,3,Laptop & Accessory,4,Married,1,0,17.0,0.0,1.0,2.0,143
52149,0,7.0,Computer,1,9.0,Debit Card,Male,,4,Mobile,1,Married,4,0,17.0,0.0,1.0,0.0,130
52150,0,21.0,Computer,1,6.0,Credit Card,Male,2.0,1,Grocery,1,Single,3,0,22.0,,2.0,1.0,269
52151,0,18.0,Computer,3,15.0,Debit Card,Female,3.0,4,Laptop & Accessory,3,Married,2,0,13.0,4.0,4.0,12.0,156
52152,0,25.0,Mobile Phone,1,5.0,Debit Card,Male,2.0,3,Fashion,4,Single,8,0,19.0,2.0,4.0,0.0,204
52153,0,11.0,Mobile Phone,3,16.0,E wallet,Male,3.0,4,Fashion,3,Married,1,1,14.0,1.0,2.0,7.0,187
52154,0,2.0,Phone,1,,Debit Card,Female,3.0,3,Mobile,1,Married,5,0,22.0,1.0,1.0,7.0,125
52155,0,1.0,Mobile Phone,1,9.0,Credit Card,Female,3.0,3,Fashion,4,Married,1,0,17.0,0.0,1.0,7.0,177
52156,0,19.0,Mobile Phone,3,9.0,E wallet,Male,2.0,3,Grocery,3,Married,4,0,12.0,,4.0,9.0,275
52157,0,11.0,Mobile Phone,3,8.0,E wallet,Male,2.0,3,Fashion,4,Single,8,0,16.0,1.0,1.0,0.0,174
52158,0,16.0,Computer,1,33.0,Debit Card,Female,2.0,3,Fashion,5,Married,9,0,11.0,1.0,1.0,1.0,208
52159,1,2.0,Computer,1,8.0,Debit Card,Male,2.0,3,Grocery,1,Married,8,0,11.0,10.0,11.0,,222
52160,0,13.0,Mobile Phone,1,20.0,Credit Card,Male,2.0,4,Others,3,Single,2,0,,3.0,4.0,9.0,296
52161,0,,Phone,1,6.0,Cash on Delivery,Female,3.0,4,Mobile,4,Single,2,1,11.0,1.0,2.0,2.0,121
52162,0,12.0,Computer,1,15.0,Debit Card,Male,3.0,3,Laptop & Accessory,4,Single,10,0,15.0,1.0,1.0,3.0,168
52163,0,9.0,Computer,1,24.0,Debit Card,Male,3.0,3,Laptop & Accessory,1,Single,3,0,20.0,0.0,1.0,9.0,178
52164,0,4.0,Computer,3,26.0,Debit Card,Male,,1,Mobile,1,Married,1,0,12.0,2.0,2.0,2.0,128
52165,0,1.0,Phone,1,8.0,Debit Card,Male,3.0,4,Mobile,4,Married,1,0,17.0,0.0,1.0,4.0,132
52166,0,8.0,Computer,3,17.0,E wallet,Male,2.0,3,Laptop & Accessory,1,Married,2,0,11.0,1.0,1.0,2.0,150
52167,0,22.0,Mobile Phone,3,14.0,Cash on Delivery,Male,2.0,4,Grocery,4,Married,7,0,17.0,1.0,2.0,,231
52168,0,7.0,Computer,1,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Single,3,0,11.0,1.0,1.0,2.0,140
52169,0,2.0,Computer,1,16.0,Debit Card,Female,3.0,3,Mobile,4,Married,1,0,14.0,0.0,1.0,1.0,133
52170,0,15.0,Phone,1,35.0,Credit Card,Male,2.0,5,Laptop & Accessory,1,Single,5,0,19.0,1.0,1.0,0.0,143
52171,0,2.0,Mobile Phone,1,14.0,Credit Card,Male,3.0,4,Laptop & Accessory,1,Married,2,1,15.0,1.0,1.0,2.0,151
52172,0,11.0,Phone,2,6.0,UPI,Male,,1,Mobile,3,Married,2,0,13.0,3.0,5.0,0.0,128
52173,0,1.0,Computer,1,12.0,Debit Card,Male,,4,Mobile,3,Married,2,1,14.0,1.0,1.0,2.0,127
52174,1,,Computer,1,14.0,CC,Male,3.0,3,Mobile,3,Single,2,0,12.0,1.0,1.0,0.0,119
52175,1,0.0,Mobile Phone,3,15.0,E wallet,Female,3.0,3,Laptop & Accessory,5,Single,4,1,17.0,0.0,1.0,3.0,182
52176,0,14.0,Phone,1,18.0,Debit Card,Male,2.0,3,Mobile Phone,1,Married,4,1,11.0,1.0,1.0,0.0,148
52177,1,0.0,Computer,1,,CC,Male,3.0,3,Mobile,3,Married,2,0,12.0,1.0,2.0,2.0,126
52178,0,10.0,Mobile Phone,1,31.0,Credit Card,Female,2.0,4,Laptop & Accessory,1,Married,8,0,13.0,1.0,1.0,3.0,157
52179,0,0.0,Phone,1,,Debit Card,Male,2.0,4,Mobile,3,Married,2,0,13.0,1.0,2.0,2.0,125
52180,0,7.0,Mobile Phone,3,15.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Married,2,0,20.0,0.0,1.0,3.0,157
52181,0,8.0,Phone,2,14.0,COD,Male,3.0,3,Mobile Phone,3,Single,2,0,17.0,0.0,1.0,4.0,143
52182,1,0.0,Mobile Phone,3,29.0,Debit Card,Female,2.0,4,Fashion,5,Married,2,0,13.0,1.0,3.0,10.0,173
52183,0,13.0,Computer,1,15.0,Credit Card,Female,2.0,3,Fashion,3,Single,10,0,17.0,1.0,,13.0,235
52184,1,5.0,Computer,3,18.0,Debit Card,Male,2.0,3,Grocery,5,Single,1,1,12.0,2.0,,14.0,238
52185,0,15.0,Mobile Phone,3,10.0,E wallet,Male,2.0,3,Laptop & Accessory,5,Single,8,0,13.0,1.0,1.0,5.0,152
52186,0,,Phone,1,6.0,CC,Male,2.0,4,Mobile,3,Married,7,0,12.0,1.0,1.0,7.0,123
52187,0,0.0,Phone,1,30.0,Credit Card,Male,2.0,3,Mobile Phone,4,Single,9,0,22.0,0.0,1.0,2.0,136
52188,1,0.0,Phone,1,,Debit Card,Female,3.0,3,Mobile,1,Married,2,1,11.0,1.0,1.0,0.0,125
52189,0,0.0,Phone,1,9.0,Credit Card,Male,2.0,1,Mobile Phone,1,Married,2,0,22.0,1.0,1.0,7.0,144
52190,0,3.0,Mobile Phone,3,16.0,E wallet,Male,3.0,4,Laptop & Accessory,3,Married,2,0,18.0,0.0,1.0,4.0,166
52191,0,13.0,Computer,1,32.0,Credit Card,Female,3.0,4,Laptop & Accessory,1,Married,4,1,13.0,0.0,1.0,0.0,144
52192,0,8.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,4,Fashion,4,Married,3,0,18.0,2.0,6.0,4.0,203
52193,0,7.0,Computer,1,7.0,Credit Card,Male,3.0,4,Laptop & Accessory,5,Single,1,0,20.0,0.0,4.0,9.0,153
52194,0,8.0,Computer,1,,UPI,Male,2.0,4,Mobile,1,Married,2,0,13.0,1.0,2.0,2.0,124
52195,1,6.0,Mobile Phone,3,15.0,E wallet,Female,2.0,5,Laptop & Accessory,3,Single,9,0,13.0,0.0,1.0,3.0,153
52196,0,5.0,Computer,3,8.0,Debit Card,Female,,3,Mobile,5,Married,2,0,12.0,1.0,1.0,0.0,128
52197,0,29.0,Mobile Phone,1,10.0,Cash on Delivery,Female,3.0,3,Others,5,Married,5,0,,4.0,4.0,2.0,299
52198,0,2.0,Phone,1,12.0,CC,Female,,3,Mobile,1,Married,2,0,13.0,0.0,1.0,8.0,131
52199,0,0.0,Phone,1,,Debit Card,Male,2.0,3,Mobile,5,Single,2,0,25.0,0.0,1.0,0.0,126
52200,0,18.0,Phone,1,13.0,Credit Card,Female,2.0,3,Mobile Phone,3,Married,5,1,19.0,0.0,1.0,2.0,145
52201,0,10.0,Mobile Phone,1,7.0,Debit Card,Female,2.0,4,Laptop & Accessory,1,Married,2,0,13.0,0.0,3.0,11.0,165
52202,0,0.0,Phone,1,5.0,Debit Card,Male,,4,Mobile,3,Single,2,0,12.0,0.0,1.0,2.0,130
52203,1,7.0,Phone,1,16.0,Debit Card,Male,,3,Mobile,3,Single,2,1,11.0,1.0,1.0,2.0,129
52204,0,26.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,3,Others,3,Married,4,0,18.0,,4.0,7.0,286
52205,0,,Phone,1,21.0,Debit Card,Female,3.0,5,Mobile,1,Married,1,1,18.0,1.0,1.0,3.0,122
52206,1,0.0,Computer,1,9.0,Debit Card,Male,,4,Mobile,1,Married,1,1,11.0,0.0,1.0,0.0,129
52207,0,19.0,Mobile Phone,3,8.0,E wallet,Female,3.0,3,Grocery,5,Married,9,0,23.0,,15.0,9.0,270
52208,0,,Computer,1,23.0,Debit Card,Male,3.0,5,Mobile,3,Single,3,0,13.0,1.0,1.0,0.0,123
52209,0,6.0,Phone,2,8.0,UPI,Male,3.0,3,Mobile Phone,3,Married,2,0,13.0,1.0,1.0,4.0,136
52210,1,,Computer,1,11.0,Debit Card,Male,3.0,4,Mobile,5,Married,7,0,17.0,0.0,1.0,0.0,121
52211,0,3.0,Phone,3,35.0,Debit Card,Male,3.0,3,Laptop & Accessory,5,Married,9,0,19.0,1.0,1.0,3.0,141
52212,0,13.0,Computer,3,8.0,Credit Card,Male,3.0,3,Laptop & Accessory,4,Married,6,0,12.0,1.0,1.0,0.0,143
52213,0,23.0,Computer,1,8.0,Credit Card,Female,1.0,3,Grocery,5,Married,3,0,22.0,,2.0,2.0,279
52214,0,1.0,Phone,1,25.0,CC,Male,3.0,4,Mobile,5,Married,2,0,12.0,1.0,3.0,3.0,132
52215,0,19.0,Mobile Phone,1,21.0,Debit Card,Male,2.0,3,Others,4,Married,6,0,11.0,,1.0,3.0,291
52216,0,8.0,Mobile Phone,3,23.0,Debit Card,Male,3.0,3,Laptop & Accessory,5,Married,4,1,15.0,0.0,1.0,7.0,190
52217,1,,Phone,1,23.0,Debit Card,Female,3.0,3,Mobile,4,Married,2,0,13.0,1.0,1.0,0.0,122
52218,0,6.0,Computer,3,31.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Married,2,0,12.0,0.0,1.0,1.0,145
52219,0,9.0,Phone,1,12.0,Debit Card,Male,,5,Mobile,3,Married,2,0,14.0,1.0,1.0,7.0,127
52220,0,3.0,Phone,1,13.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Married,2,0,13.0,4.0,8.0,9.0,135
52221,0,17.0,Phone,1,35.0,UPI,Male,2.0,3,Laptop & Accessory,1,Single,2,0,25.0,6.0,13.0,17.0,145
52222,0,0.0,Phone,3,27.0,E wallet,Male,,1,Mobile,1,Single,2,0,17.0,2.0,2.0,2.0,127
52223,0,19.0,Mobile Phone,1,8.0,COD,Male,2.0,3,Laptop & Accessory,1,Married,3,0,11.0,0.0,1.0,4.0,174
52224,0,15.0,Computer,2,8.0,Credit Card,Male,3.0,1,Laptop & Accessory,5,Married,8,0,16.0,1.0,1.0,3.0,163
52225,0,30.0,Mobile Phone,3,13.0,E wallet,Male,2.0,1,Laptop & Accessory,1,Married,1,1,18.0,0.0,1.0,9.0,152
52226,0,5.0,Computer,1,19.0,UPI,Female,3.0,4,Mobile,4,Married,2,0,20.0,2.0,2.0,2.0,134
52227,0,5.0,Computer,1,8.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,5,1,14.0,1.0,1.0,7.0,150
52228,0,9.0,Mobile Phone,1,7.0,Cash on Delivery,Female,3.0,5,Fashion,5,Married,3,1,21.0,7.0,7.0,7.0,203
52229,0,6.0,Phone,1,15.0,CC,Male,,3,Mobile,1,Married,1,0,13.0,0.0,4.0,10.0,128
52230,0,13.0,Mobile Phone,3,16.0,COD,Female,2.0,4,Laptop & Accessory,4,Married,8,0,12.0,1.0,1.0,3.0,169
52231,0,0.0,Phone,3,16.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Single,1,0,14.0,1.0,1.0,1.0,150
52232,0,3.0,Phone,1,7.0,Credit Card,Male,3.0,3,Mobile Phone,4,Married,1,1,21.0,3.0,5.0,7.0,136
52233,0,15.0,Computer,1,32.0,Credit Card,Female,2.0,3,Fashion,5,Married,4,1,17.0,0.0,,0.0,232
52234,0,8.0,Computer,3,14.0,E wallet,Female,3.0,4,Fashion,1,Married,5,1,11.0,3.0,4.0,12.0,204
52235,0,,Phone,1,20.0,Debit Card,Male,2.0,3,Mobile,5,Married,2,1,14.0,5.0,6.0,8.0,122
52236,0,27.0,Computer,1,7.0,Debit Card,Female,2.0,3,Fashion,3,Married,8,0,17.0,0.0,1.0,4.0,205
52237,0,,Mobile Phone,1,8.0,Debit Card,Female,3.0,1,Mobile,1,Married,2,0,13.0,1.0,7.0,7.0,120
52238,1,,Computer,1,16.0,CC,Female,3.0,4,Mobile Phone,4,Single,2,1,25.0,0.0,1.0,0.0,119
52239,0,2.0,Phone,1,7.0,Debit Card,Female,3.0,3,Mobile Phone,1,Married,2,0,15.0,1.0,1.0,2.0,138
52240,0,27.0,Mobile Phone,1,9.0,Debit Card,Male,2.0,3,Grocery,1,Married,4,0,14.0,,1.0,9.0,278
52241,0,4.0,Mobile Phone,1,17.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Married,2,1,12.0,1.0,1.0,1.0,168
52242,0,4.0,Mobile Phone,1,30.0,Credit Card,Female,3.0,4,Laptop & Accessory,5,Single,2,0,19.0,1.0,1.0,8.0,168
52243,0,30.0,Mobile Phone,3,9.0,Debit Card,Female,2.0,4,Laptop & Accessory,1,Single,6,0,17.0,0.0,1.0,5.0,152
52244,0,16.0,Mobile Phone,1,9.0,Debit Card,Male,3.0,5,Others,1,Married,4,0,,1.0,1.0,7.0,297
52245,0,22.0,Mobile Phone,1,10.0,Credit Card,Male,2.0,4,Others,3,Married,3,0,13.0,,1.0,0.0,287
52246,0,9.0,Computer,1,9.0,COD,Male,2.0,3,Mobile Phone,4,Married,2,0,12.0,0.0,1.0,7.0,137
52247,0,21.0,Phone,1,,COD,Male,3.0,1,Mobile,4,Single,6,0,11.0,0.0,1.0,0.0,126
52248,0,0.0,Phone,1,,Debit Card,Male,3.0,3,Mobile,3,Married,2,0,11.0,1.0,1.0,3.0,125
52249,0,2.0,Mobile Phone,1,13.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Married,2,1,11.0,1.0,1.0,0.0,166
52250,0,21.0,Mobile Phone,1,7.0,Debit Card,Male,3.0,4,Others,1,Single,7,0,12.0,,1.0,0.0,283
52251,0,2.0,Mobile Phone,1,7.0,Debit Card,Female,2.0,4,Grocery,1,Married,4,0,14.0,,1.0,7.0,261
52252,0,7.0,Phone,1,,COD,Female,2.0,1,Mobile,3,Married,1,0,17.0,1.0,1.0,0.0,126
52253,0,17.0,Mobile Phone,3,11.0,E wallet,Male,2.0,3,Others,4,Married,8,0,11.0,,3.0,10.0,282
52254,0,6.0,Mobile Phone,3,16.0,E wallet,Male,2.0,1,Fashion,3,Married,1,1,14.0,0.0,1.0,8.0,184
52255,0,0.0,Phone,1,31.0,Debit Card,Female,,1,Mobile,1,Single,2,1,12.0,0.0,1.0,1.0,130
52256,0,,Mobile Phone,1,7.0,Debit Card,Male,2.0,3,Mobile Phone,3,Married,2,0,22.0,1.0,1.0,1.0,112
52257,1,0.0,Computer,3,30.0,Debit Card,Male,3.0,5,Mobile Phone,1,Single,2,1,14.0,1.0,1.0,0.0,111
52258,0,0.0,Phone,1,10.0,Debit Card,Male,,3,Mobile,1,Single,2,1,20.0,2.0,2.0,2.0,129
52259,1,8.0,Mobile Phone,3,8.0,E wallet,Female,3.0,5,Others,4,Single,3,1,16.0,,1.0,11.0,288
52260,0,28.0,Computer,1,14.0,Credit Card,Male,2.0,4,Grocery,4,Married,2,1,15.0,2.0,,0.0,236
52261,1,0.0,Computer,1,,Debit Card,Female,2.0,4,Mobile,3,Single,2,0,20.0,1.0,2.0,2.0,126
52262,0,19.0,Mobile Phone,3,10.0,E wallet,Female,2.0,4,Others,4,Married,3,0,14.0,,1.0,8.0,288
52263,0,7.0,Phone,3,8.0,E wallet,Female,2.0,3,Laptop & Accessory,5,Single,1,1,12.0,1.0,1.0,2.0,145
52264,0,24.0,Computer,3,15.0,Debit Card,Male,2.0,3,Others,4,Married,5,1,,6.0,11.0,10.0,298
52265,0,30.0,Mobile Phone,1,24.0,Credit Card,Male,3.0,3,Fashion,1,Single,7,0,12.0,3.0,5.0,4.0,205
52266,0,7.0,Computer,1,25.0,Credit Card,Female,2.0,3,Laptop & Accessory,4,Married,5,0,13.0,0.0,5.0,10.0,144
52267,0,,Computer,1,7.0,CC,Male,2.0,3,Mobile,3,Single,1,1,11.0,1.0,1.0,2.0,122
52268,0,17.0,Mobile Phone,1,10.0,Debit Card,Male,3.0,1,Others,5,Married,2,0,14.0,2.0,14.0,13.0,292
52269,0,7.0,Computer,2,17.0,Debit Card,Male,2.0,4,Laptop & Accessory,4,Married,5,0,11.0,0.0,1.0,8.0,145
52270,0,8.0,Phone,1,12.0,Debit Card,Male,3.0,3,Mobile,3,Married,1,1,14.0,1.0,2.0,2.0,135
52271,0,15.0,Phone,1,,CC,Female,3.0,1,Laptop & Accessory,4,Married,7,1,16.0,0.0,1.0,0.0,124
52272,0,16.0,Mobile Phone,3,10.0,E wallet,Female,2.0,4,Fashion,1,Single,4,0,14.0,10.0,15.0,17.0,202
52273,0,9.0,Mobile Phone,1,8.0,Debit Card,Female,2.0,3,Laptop & Accessory,4,Single,10,1,11.0,4.0,5.0,12.0,154
52274,1,7.0,Mobile Phone,1,21.0,Credit Card,Female,3.0,3,Fashion,1,Married,2,0,11.0,0.0,1.0,5.0,180
52275,0,1.0,Computer,1,8.0,Debit Card,Male,2.0,4,Mobile Phone,1,Married,2,1,12.0,0.0,2.0,2.0,139
52276,0,24.0,Computer,1,12.0,CC,Female,,4,Mobile,3,Single,1,0,14.0,3.0,7.0,7.0,128
52277,0,3.0,Computer,1,15.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Single,8,1,18.0,0.0,1.0,7.0,147
52278,1,0.0,Phone,1,13.0,COD,Female,2.0,3,Mobile,3,Married,4,1,13.0,4.0,7.0,7.0,133
52279,0,,Phone,1,7.0,Cash on Delivery,Male,2.0,3,Mobile,5,Single,3,0,11.0,1.0,1.0,2.0,121
52280,0,,Phone,1,7.0,CC,Female,2.0,3,Mobile,4,Single,2,0,18.0,1.0,2.0,1.0,121
52281,0,5.0,Mobile Phone,3,14.0,Credit Card,Male,2.0,1,Laptop & Accessory,1,Married,2,0,15.0,0.0,1.0,8.0,162
52282,0,18.0,Computer,1,31.0,Credit Card,Female,2.0,3,Others,4,Single,4,0,22.0,,1.0,0.0,281
52283,0,12.0,Mobile Phone,1,19.0,Credit Card,Female,3.0,4,Grocery,4,Married,7,1,13.0,,15.0,2.0,271
52284,0,30.0,Phone,1,,Debit Card,Male,2.0,3,Mobile,3,Married,2,0,12.0,1.0,2.0,2.0,124
52285,1,0.0,Phone,1,13.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Married,2,0,18.0,0.0,1.0,1.0,149
52286,1,2.0,Phone,1,29.0,Credit Card,Male,3.0,3,Mobile Phone,5,Single,1,0,13.0,0.0,1.0,3.0,139
52287,0,3.0,Phone,1,12.0,COD,Female,2.0,4,Laptop & Accessory,1,Married,1,0,12.0,5.0,6.0,7.0,146
52288,0,9.0,Mobile Phone,1,16.0,COD,Female,3.0,3,Fashion,3,Married,4,0,12.0,1.0,1.0,7.0,171
52289,0,19.0,Phone,2,7.0,Debit Card,Female,2.0,3,Mobile,5,Single,7,0,12.0,2.0,5.0,7.0,134
52290,0,1.0,Computer,1,7.0,Debit Card,Female,2.0,5,Laptop & Accessory,1,Married,1,0,11.0,7.0,7.0,5.0,167
52291,0,23.0,Mobile Phone,1,34.0,Debit Card,Female,2.0,3,Grocery,5,Married,5,1,11.0,,1.0,2.0,269
52292,1,3.0,Mobile Phone,3,31.0,E wallet,Male,2.0,4,Fashion,4,Single,3,1,12.0,1.0,1.0,0.0,191
52293,1,15.0,Mobile Phone,3,11.0,Debit Card,Male,3.0,3,Fashion,4,Single,10,1,19.0,7.0,7.0,7.0,184
52294,0,3.0,Mobile Phone,1,23.0,Credit Card,Female,3.0,3,Fashion,5,Married,2,1,23.0,1.0,1.0,,219
52295,0,12.0,Phone,1,24.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Single,1,0,11.0,1.0,1.0,7.0,145
52296,0,4.0,Computer,3,8.0,Debit Card,Female,2.0,3,Fashion,3,Married,2,1,19.0,8.0,9.0,6.0,199
52297,0,14.0,Computer,3,16.0,Credit Card,Male,2.0,5,Laptop & Accessory,4,Single,2,0,13.0,3.0,11.0,9.0,162
52298,1,,Computer,3,7.0,Debit Card,Female,2.0,3,Mobile,4,Single,2,1,11.0,2.0,2.0,2.0,123
52299,1,7.0,Phone,1,,Debit Card,Male,2.0,3,Mobile,5,Married,5,0,12.0,1.0,1.0,2.0,124
52300,0,15.0,Computer,1,8.0,Debit Card,Male,2.0,3,Grocery,3,Married,1,1,13.0,,2.0,10.0,279
52301,0,28.0,Mobile Phone,1,8.0,Credit Card,Female,2.0,5,Others,3,Married,5,0,14.0,,9.0,11.0,292
52302,0,29.0,Mobile Phone,2,14.0,Debit Card,Male,3.0,3,Others,4,Single,7,0,,2.0,7.0,7.0,297
52303,0,13.0,Computer,1,22.0,Debit Card,Male,3.0,3,Mobile,3,Married,10,0,16.0,1.0,1.0,0.0,135
52304,0,7.0,Mobile Phone,1,15.0,Debit Card,Male,2.0,3,Fashion,1,Married,1,0,11.0,0.0,1.0,6.0,185
52305,0,13.0,Phone,1,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,1,Single,2,0,13.0,3.0,8.0,8.0,147
52306,0,14.0,Computer,3,7.0,E wallet,Female,3.0,3,Laptop & Accessory,5,Married,1,0,17.0,0.0,1.0,7.0,141
52307,0,8.0,Computer,1,10.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Single,2,1,11.0,1.0,1.0,1.0,142
52308,0,24.0,Mobile Phone,2,11.0,Debit Card,Male,2.0,3,Grocery,4,Married,2,1,11.0,0.0,,10.0,240
52309,0,11.0,Mobile Phone,3,8.0,Debit Card,Female,2.0,3,Laptop & Accessory,5,Married,4,0,15.0,0.0,1.0,7.0,169
52310,0,7.0,Mobile Phone,3,21.0,Credit Card,Female,3.0,3,Laptop & Accessory,5,Single,2,0,12.0,4.0,9.0,6.0,161
52311,0,0.0,Phone,1,25.0,Credit Card,Male,3.0,3,Mobile Phone,1,Married,4,0,11.0,0.0,1.0,2.0,137
52312,1,20.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,4,Fashion,5,Married,8,1,14.0,1.0,5.0,9.0,200
52313,0,13.0,Phone,1,,Debit Card,Male,2.0,3,Mobile,4,Married,4,0,22.0,1.0,1.0,3.0,124
52314,0,9.0,Computer,3,13.0,E wallet,Female,2.0,1,Laptop & Accessory,5,Married,3,0,16.0,5.0,6.0,13.0,146
52315,0,21.0,Mobile Phone,1,10.0,Debit Card,Male,2.0,3,Fashion,1,Single,2,0,11.0,1.0,1.0,8.0,179
52316,0,0.0,Phone,3,,CC,Female,3.0,1,Mobile,1,Married,9,0,14.0,0.0,1.0,0.0,125
52317,0,24.0,Mobile Phone,1,17.0,Cash on Delivery,Female,2.0,4,Grocery,4,Single,4,0,16.0,0.0,1.0,3.0,231
52318,0,,Computer,1,7.0,Debit Card,Female,3.0,3,Mobile Phone,1,Single,2,0,15.0,1.0,1.0,0.0,116
52319,0,8.0,Mobile Phone,1,7.0,Credit Card,Female,2.0,4,Laptop & Accessory,1,Married,1,0,12.0,0.0,1.0,0.0,154
52320,0,0.0,Computer,3,8.0,Debit Card,Male,2.0,5,Laptop & Accessory,1,Single,4,0,20.0,0.0,1.0,0.0,151
52321,1,18.0,Mobile Phone,3,19.0,E wallet,Male,2.0,1,Grocery,3,Single,7,1,17.0,1.0,,8.0,237
52322,0,29.0,Mobile Phone,1,29.0,Debit Card,Male,3.0,3,Grocery,4,Married,5,1,12.0,13.0,,9.0,234
52323,0,,Computer,1,32.0,Cash on Delivery,Female,3.0,4,Mobile,3,Married,2,0,20.0,1.0,1.0,0.0,120
52324,0,13.0,Mobile Phone,1,8.0,Credit Card,Female,2.0,1,Laptop & Accessory,3,Married,6,0,20.0,6.0,11.0,8.0,164
52325,0,7.0,Mobile Phone,1,35.0,Credit Card,Male,2.0,3,Laptop & Accessory,3,Married,5,0,13.0,5.0,7.0,7.0,154
52326,1,0.0,Computer,3,8.0,Debit Card,Female,,4,Mobile,1,Single,8,0,14.0,0.0,1.0,0.0,128
52327,1,0.0,Computer,3,24.0,E wallet,Female,3.0,3,Laptop & Accessory,3,Married,1,1,18.0,0.0,3.0,2.0,146
52328,0,11.0,Computer,1,,Debit Card,Male,2.0,1,Mobile,3,Married,2,0,11.0,0.0,1.0,3.0,126
52329,0,7.0,Mobile Phone,1,8.0,COD,Female,3.0,3,Laptop & Accessory,1,Single,2,0,11.0,4.0,4.0,11.0,167
52330,0,1.0,Phone,3,32.0,Debit Card,Male,2.0,4,Laptop & Accessory,5,Married,2,0,11.0,1.0,1.0,4.0,147
52331,1,0.0,Mobile Phone,1,28.0,Credit Card,Male,3.0,3,Laptop & Accessory,3,Married,2,1,15.0,5.0,6.0,7.0,162
52332,0,12.0,Mobile Phone,3,27.0,Debit Card,Male,2.0,4,Laptop & Accessory,1,Married,4,1,12.0,0.0,1.0,4.0,161
52333,0,24.0,Computer,3,8.0,E wallet,Male,2.0,3,Fashion,4,Married,3,0,11.0,3.0,3.0,2.0,206
52334,0,14.0,Computer,1,28.0,Debit Card,Female,3.0,3,Laptop & Accessory,1,Married,4,1,14.0,2.0,3.0,3.0,155
52335,0,10.0,Phone,1,10.0,Debit Card,Male,,3,Mobile,3,Married,8,1,15.0,1.0,1.0,3.0,130
52336,0,6.0,Computer,3,11.0,Debit Card,Male,3.0,3,Laptop & Accessory,1,Married,7,0,13.0,1.0,1.0,2.0,200
52337,0,5.0,Phone,3,8.0,E wallet,Male,2.0,3,Laptop & Accessory,4,Married,1,1,13.0,1.0,1.0,2.0,141
52338,0,12.0,Computer,1,31.0,Debit Card,Male,3.0,3,Fashion,3,Married,4,0,21.0,0.0,1.0,,209
